"","MSZoning","LotArea","LotShape","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinType1","TotalBsmtSF","HeatingQC","CentralAir","Electrical","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","FireplaceQu","GarageCars","PavedDrive","SaleType","SaleCondition","SalePrice","numb_add_flr","pool","porch_area","porch_type","Remod"
"763","FV",8640,"Reg","Somerst","1Fam","4","3",2009,"Gable","TA","2","PConc","Gd","GLQ",756,"Ex","Y","SBrkr",1547,"2","1",3,1,"Gd","Typ","No",2,"Y","Other","Normal",215200,2,"0",214,"multiple","1"
"764","RL",9430,"Reg","NoRidge","1Fam","4","3",1999,"Gable","Gd","2","PConc","Gd","GLQ",1252,"Ex","Y","SBrkr",2365,"2","1",3,1,"Gd","Typ","AA",3,"Y","WD","Normal",337000,2,"0",308,"multiple","1"
"765","RL",9549,"IR1","Veenker","TwnhsE","4","3",1995,"Hip","Gd","3","PConc","Gd","LwQ",1494,"Ex","Y","SBrkr",1494,"1","1",2,1,"Ex","Typ","AA",2,"Y","WD","Normal",270000,1,"0",246,"multiple","0"
"766","RL",14587,"IR1","Somerst","1Fam","5","3",2008,"Gable","Gd","2","PConc","Gd","Unf",1498,"Ex","Y","SBrkr",1506,"2","0",2,1,"Ex","Typ","AA",2,"Y","New","Partial",264132,1,"0",174,"open_porch","1"
"767","RL",10421,"Reg","NWAmes","1Fam","4","3",1988,"Gable","TA","2","CBlock","Gd","GLQ",980,"TA","Y","SBrkr",1714,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",196500,2,"0",450,"multiple","1"
"768","RL",12508,"IR1","Mitchel","1Fam","3","4",1940,"Gable","TA","2","CBlock","Gd","ALQ",983,"Ex","Y","SBrkr",1750,"2","0",4,1,"TA","Min","No",1,"Y","WD","Normal",160000,2,"0",401,"multiple","0"
"769","RL",9100,"Reg","CollgCr","1Fam","4","3",2004,"Hip","Gd","2","PConc","Gd","GLQ",1860,"Ex","Y","SBrkr",1836,"2","0",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",216837,1,"0",153,"multiple","0"
"770","RL",53504,"IR2.5","StoneBr","1Fam","4","3",2003,"Hip","Ex","2","PConc","Gd","ALQ",1650,"Ex","Y","SBrkr",3279,"3","1",4,1,"Ex","Min","AA",3,"Y","WD","Normal",538000,2,"0",749,"multiple","1"
"771","RL",7252,"IR1","Sawyer","1Fam","3","3",1982,"Hip","TA","2","CBlock","Gd","GLQ",858,"TA","Y","SBrkr",858,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",134900,1,"0",120,"wood_deck","1"
"772","RL",8877,"Reg","Edwards","1Fam","2","3",1951,"Gable","TA","2","CBlock","Fa","LwQ",836,"TA","Y","Fuse or Mix",1220,"1","0",2,1,"TA","Typ","No",2,"Y","COD","Normal",102000,1,"0",0,"no","1"
"773","RL",7819,"Reg","Edwards","1Fam","3","3",1976,"Gable","TA","2","CBlock","TA","ALQ",1029,"TA","Y","SBrkr",1117,"1","0",3,1,"TA","Typ","TA",2,"Y","WD","Abnorml",107000,1,"0",144,"wood_deck","1"
"774","RL",10150,"Reg","NAmes","1Fam","3","3",1958,"Gable","TA","2","CBlock","TA","Rec",912,"Ex","Y","Fuse or Mix",912,"1","0",2,1,"TA","Typ","No",1,"Y","COD","Normal",114500,1,"0",0,"no","1"
"775","RL",14226,"Reg","NridgHt","1Fam","4","3",2006,"Hip","Gd","2","PConc","Gd","Unf",1935,"Gd","Y","SBrkr",1973,"2","0",3,1,"Gd","Typ","AA",3,"Y","New","Partial",395000,1,"0",360,"multiple","1"
"776","RM",4500,"Reg","Mitchel","TwnhsE","3","3",1998,"Hip","TA","2","PConc","Ex","GLQ",1204,"Ex","Y","SBrkr",1204,"2","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",162000,1,"0",247,"open_porch","1"
"777","RL",11210,"IR1","CollgCr","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",1614,"Ex","Y","SBrkr",1614,"2","0",3,1,"Gd","Typ","No",3,"Y","New","Partial",221500,1,"0",203,"multiple","0"
"778","RL",13350,"IR1","Sawyer","1Fam","3","3",1974,"Hip","TA","2","CBlock","TA","ALQ",864,"TA","Y","SBrkr",894,"1","0",3,1,"TA","Typ","BA",2,"Y","WD","Normal",142500,1,"0",241,"wood_deck","1"
"779","RH",8400,"Reg","SawyerW","Duplex","3","3",1977,"Gable","TA","2","Other","No","No",0,"TA","Y","SBrkr",2020,"2","0",4,2,"TA","Typ","TA",2,"Y","WD","Normal",144000,1,"0",0,"no","1"
"780","RL",10530,"Reg","Mitchel","Duplex","3","3",1977,"Gable","TA","2","CBlock","Gd","GLQ",975,"TA","Y","SBrkr",1004,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",135000,1,"0",0,"no","1"
"781","RL",7875,"Reg","Gilbert","1Fam","4","3",1995,"Gable","TA","2","PConc","Gd","Unf",1237,"Gd","Y","SBrkr",1253,"2","0",3,1,"TA","Typ","TA",2,"Y","WD","Normal",176000,1,"0",241,"multiple","0"
"782","RL",7153,"Reg","SawyerW","1Fam","3","3",1992,"Gable","Gd","3","PConc","Gd","ALQ",761,"Ex","Y","SBrkr",1603,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",175900,2,"0",124,"open_porch","1"
"783","RL",16285,"IR2.5","CollgCr","1Fam","4","3",2001,"Gable","Gd","2","PConc","Gd","Unf",1413,"Ex","Y","SBrkr",1430,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",187100,1,"0",33,"open_porch","0"
"784","RL",9101,"IR1","Mitchel","1Fam","3","3",1978,"Gable","TA","3","PConc","Gd","GLQ",1097,"Ex","Y","SBrkr",1110,"1","0",1,1,"Gd","Typ","TA",2,"Y","WD","Normal",165500,1,"0",333,"multiple","1"
"785","RM",6300,"Reg","OldTown","1Fam","3","3",1914,"Gable","TA","2","CBlock","TA","Unf",742,"Ex","Y","SBrkr",1484,"2","0",3,1,"TA","Typ","AA",0,"Y","WD","Normal",128000,2,"0",425,"multiple","0"
"786","RL",9790,"Reg","NWAmes","1Fam","3","3",1967,"Gable","TA","2","CBlock","TA","Rec",1372,"TA","Y","SBrkr",1342,"2","0",3,1,"TA","Typ","AA",2,"Y","WD","Normal",161500,1,"0",197,"screen_porch","1"
"787","RM",10800,"Reg","OldTown","1Fam","3","3",1915,"Gable","TA","3","PConc","Fa","LwQ",686,"TA","Y","SBrkr",1652,"2","0",4,1,"TA","Typ","No",1,"Y","WD","Normal",139000,2,"0",196,"enclosed_porch","0"
"788","RL",10142,"IR1","SawyerW","1Fam","4","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",956,"Ex","Y","SBrkr",2084,"2","1",4,1,"Gd","Typ","No",2,"Y","WD","Normal",233000,2,"0",45,"open_porch","1"
"789","RM",6000,"Reg","OldTown","1Fam","2","4",1954,"Gable","TA","2","CBlock","TA","Unf",901,"Ex","Y","SBrkr",901,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",107900,1,"0",0,"no","0"
"790","RL",12205,"IR1","ClearCr","1Fam","3","4",1966,"Gable","TA","2","CBlock","TA","LwQ",832,"Gd","Y","SBrkr",2087,"2","1",5,1,"Gd","Typ","No",2,"Y","WD","Normal",187500,2,"0",301,"multiple","0"
"791","RL",3182,"Reg","Blmngtn","TwnhsE","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",1145,"Ex","Y","SBrkr",1145,"2","0",2,1,"Gd","Typ","AA",2,"Y","WD","Normal",160200,1,"0",116,"multiple","0"
"792","RL",11333,"IR1","Mitchel","1Fam","3","3",1976,"Gable","TA","2","PConc","Gd","ALQ",1029,"TA","Y","SBrkr",1062,"1","0",3,1,"TA","Typ","TA",2,"Y","WD","Normal",146800,1,"0",120,"wood_deck","1"
"793","RL",9920,"IR1","NoRidge","1Fam","4","3",1996,"Gable","Gd","2","PConc","Gd","GLQ",1117,"Ex","Y","SBrkr",2013,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",269790,2,"0",310,"multiple","0"
"794","RL",9158,"Reg","Somerst","1Fam","4","3",2007,"Gable","Gd","2","PConc","Gd","Unf",1496,"Ex","Y","SBrkr",1496,"2","0",3,1,"Gd","Typ","No",2,"Y","New","Partial",225000,1,"0",298,"multiple","1"
"795","RL",10832,"IR1","Gilbert","1Fam","4","3",1994,"Gable","Gd","2","PConc","Gd","Unf",712,"Ex","Y","SBrkr",1895,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",194500,2,"0",189,"multiple","0"
"796","RL",8400,"Reg","SawyerW","1Fam","3","3",1980,"Gable","TA","2","CBlock","Gd","Unf",650,"TA","Y","SBrkr",1564,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",171000,2,"0",254,"multiple","0"
"797","RL",8197,"Reg","Sawyer","1Fam","3","3",1977,"Gable","TA","2","CBlock","TA","Unf",660,"Ex","Y","SBrkr",1285,"1","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",143500,1,"0",138,"wood_deck","1"
"798","RL",7677,"Reg","NAmes","1Fam","3","3",1953,"Gable","TA","2","CBlock","TA","BLQ",773,"Gd","Y","SBrkr",773,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Abnorml",110000,1,"0",0,"no","1"
"799","RL",13518,"Reg","NridgHt","1Fam","5","3",2008,"Hip","Ex","2","PConc","Ex","Unf",1926,"Ex","Y","SBrkr",3140,"3","1",4,1,"Ex","Typ","AA",3,"Y","New","Partial",485000,2,"0",222,"multiple","0"
"800","RL",7200,"Reg","SWISU","1Fam","3","4",1937,"Gable","TA","2","BrkTil","Gd","ALQ",731,"Ex","Y","SBrkr",1768,"1","1",3,1,"Gd","Typ","TA",1,"Y","WD","Normal",175000,2,"0",264,"enclosed_porch","0"
"801","RL",12798,"IR1","ClearCr","1Fam","3","3",1997,"Gable","TA","2","PConc","Gd","GLQ",616,"Gd","Y","SBrkr",1688,"2","1",4,1,"Gd","Typ","No",2,"Y","WD","Normal",2e+05,2,"0",702,"multiple","1"
"802","RM",4800,"Reg","IDOTRR","1Fam","2","4",1916,"Gable","TA","2","CBlock","TA","LwQ",1196,"Ex","Y","Fuse or Mix",1196,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",109900,1,"0",0,"no","0"
"803","RL",8199,"Reg","CollgCr","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",728,"Ex","Y","SBrkr",1456,"2","1",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",189000,2,"0",54,"multiple","1"
"804","RL",13891,"Reg","NridgHt","1Fam","5","3",2008,"Hip","Ex","2","PConc","Ex","Unf",1734,"Ex","Y","SBrkr",2822,"3","1",4,1,"Ex","Typ","AA",3,"Y","New","Partial",582933,2,"0",414,"multiple","0"
"805","RL",9000,"Reg","NAmes","1Fam","3","3",1954,"Gable","TA","2","CBlock","TA","LwQ",936,"TA","Y","SBrkr",1128,"1","0",2,1,"TA","Min","No",1,"Y","WD","Family",118000,1,"0",0,"no","1"
"806","RL",12274,"IR1","Somerst","1Fam","4","3",2008,"Gable","Gd","2","PConc","Gd","Unf",1417,"Ex","Y","SBrkr",1428,"2","0",3,1,"Ex","Typ","No",2,"Y","New","Partial",227680,1,"0",60,"open_porch","1"
"807","RL",9750,"Reg","NAmes","1Fam","3","3",1967,"Gable","TA","2","PConc","TA","ALQ",980,"Gd","Y","SBrkr",980,"2","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",135500,1,"0",68,"wood_deck","1"
"808","RL",21384,"Reg","BrkSide","1Fam","3","3",1923,"Gable","TA","2","CBlock","TA","GLQ",1324,"Ex","Y","SBrkr",1576,"1","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",223500,2,"0",312,"open_porch","0"
"809","RL",13400,"Reg","NAmes","1Fam","3","3",1966,"Gable","TA","2","CBlock","TA","ALQ",1024,"TA","Y","SBrkr",1086,"1","0",3,1,"TA","Typ","AA",2,"Y","WD","Normal",159950,1,"0",0,"no","1"
"810","RM",8100,"Reg","OldTown","1Fam","3","3",1898,"Hip","TA","2","PConc","TA","Unf",849,"TA","N","Fuse or Mix",2138,"2","0",2,3,"TA","Typ","No",2,"N or P","WD","Normal",106000,2,"0",196,"multiple","0"
"811","RL",10140,"Reg","NWAmes","1Fam","3","3",1974,"Hip","TA","2","CBlock","TA","ALQ",1040,"Fa","Y","SBrkr",1309,"1","1",3,1,"Gd","Typ","BA",2,"Y","WD","Normal",181000,1,"1",265,"wood_deck","0"
"812","RM",4438,"Reg","CollgCr","TwnhsE","3","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",848,"Ex","Y","SBrkr",848,"1","0",1,1,"Gd","Typ","AA",2,"Y","Other","Normal",144500,1,"0",140,"wood_deck","1"
"813","C (all)",8712,"Reg","IDOTRR","1Fam","3","3",1952,"Hip","Fa","2","CBlock","TA","Unf",540,"TA","N","Fuse or Mix",1044,"1","0",2,1,"Fa","Typ","No",2,"N or P","WD","Other",55993,1,"0",0,"no","1"
"814","RL",9750,"Reg","NAmes","1Fam","3","3",1958,"Gable","TA","2","CBlock","TA","Rec",1442,"Gd","Y","SBrkr",1442,"1","1",4,1,"TA","Typ","No",1,"Y","COD","Normal",157900,1,"0",275,"enclosed_porch","1"
"815","RL",8248,"Reg","Edwards","1Fam","3","4",1918,"Gable","TA","2","BrkTil","TA","Unf",686,"Gd","Y","SBrkr",1250,"1","1",3,1,"Fa","Typ","No",1,"N or P","WD","Normal",116000,2,"0",303,"multiple","0"
"816","RL",12137,"IR2.5","CollgCr","1Fam","4","3",1998,"Gable","TA","2","PConc","Gd","Unf",1649,"Ex","Y","SBrkr",1661,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",224900,1,"0",34,"open_porch","1"
"817","RL",11425,"IR1","NAmes","1Fam","3","3",1954,"Gable","TA","2","CBlock","TA","BLQ",1008,"Gd","Y","SBrkr",1008,"1","0",2,1,"TA","Typ","AA",1,"Y","WD","Normal",137000,1,"0",120,"enclosed_porch","1"
"818","RL",13265,"IR1","Mitchel","1Fam","4","3",2002,"Hip","Gd","2","PConc","Gd","GLQ",1568,"Ex","Y","SBrkr",1689,"2","0",3,1,"Gd","Typ","AA",3,"Y","WD","Normal",271000,1,"0",209,"multiple","1"
"819","RL",8816,"Reg","ClearCr","1Fam","3","4",1971,"Gable","TA","2","CBlock","TA","GLQ",1010,"Gd","Y","SBrkr",1052,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",155000,1,"0",0,"no","1"
"820","RL",6371,"IR1","NridgHt","TwnhsE","4","3",2009,"Gable","Gd","2","PConc","Gd","GLQ",1358,"Ex","Y","SBrkr",1358,"2","0",2,1,"Gd","Typ","AA",2,"Y","New","Partial",224000,1,"0",227,"multiple","0"
"821","RL",7226,"IR1","CollgCr","1Fam","4","3",2003,"Gable","Gd","2","PConc","Gd","Unf",798,"Ex","Y","SBrkr",1640,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",183000,2,"0",45,"open_porch","1"
"822","RM",6000,"Reg","OldTown","2fmCon","2","2",1953,"Gable","Fa","2","CBlock","Fa","Unf",936,"TA","N","SBrkr",936,"1","0",2,1,"TA","Min","No",2,"Y","WD","Normal",93000,1,"0",144,"multiple","1"
"823","RL",12394,"IR1","Gilbert","1Fam","4","3",2003,"Gable","Gd","2","PConc","Gd","Unf",847,"Ex","Y","SBrkr",1733,"2","1",3,1,"Gd","Typ","AA",2,"Y","WD","Family",225000,2,"0",148,"multiple","1"
"824","RL",9900,"Reg","SWISU","1Fam","3","4",1940,"Gable","TA","2","BrkTil","TA","Unf",778,"TA","Y","SBrkr",1489,"2","0",3,1,"TA","Typ","AA",1,"Y","WD","Normal",139500,2,"0",335,"wood_deck","0"
"825","FV",11216,"Reg","Somerst","1Fam","4","3",2006,"Gable","Gd","2","PConc","Gd","Unf",1489,"Ex","Y","SBrkr",1489,"2","0",3,1,"Gd","Typ","AA",2,"Y","New","Partial",232600,1,"0",140,"open_porch","1"
"826","RL",14803,"Reg","NridgHt","1Fam","5","3",2007,"Hip","Ex","2","PConc","Ex","GLQ",2078,"Ex","Y","SBrkr",2084,"2","0",2,1,"Ex","Typ","AA",3,"Y","New","Partial",385000,1,"0",233,"multiple","0"
"827","RM",6130,"Reg","BrkSide","1Fam","3","3",1924,"Gable","TA","2","BrkTil","TA","ALQ",784,"Gd","Y","SBrkr",784,"1","0",2,1,"Gd","Typ","No",0,"Y","WD","Normal",109500,1,"0",116,"enclosed_porch","0"
"828","RL",8529,"IR1","SawyerW","1Fam","4","3",2001,"Gable","Gd","2","PConc","Gd","GLQ",1454,"Ex","Y","SBrkr",1434,"2","0",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",189000,1,"0",329,"multiple","1"
"829","RL",28698,"IR2.5","ClearCr","1Fam","3","3",1967,"Other","TA","2","PConc","TA","LwQ",1013,"TA","Y","SBrkr",2126,"2","1",3,1,"TA","Min","No",2,"Y","WD","Abnorml",185000,2,"0",711,"multiple","1"
"830","FV",2544,"Reg","Somerst","Twnhs","4","3",2005,"Gable","Gd","2","PConc","Gd","Unf",600,"Ex","Y","SBrkr",1223,"2","1",2,1,"Gd","Typ","No",2,"Y","WD","Normal",147400,2,"0",166,"open_porch","1"
"831","RL",11900,"IR1","NAmes","1Fam","3","3",1957,"Gable","TA","2","CBlock","TA","Rec",1392,"TA","Y","Fuse or Mix",1392,"1","1",3,1,"TA","Typ","AA",2,"Y","WD","Normal",166000,1,"0",192,"screen_porch","1"
"832","FV",3180,"Reg","Somerst","TwnhsE","4","3",2005,"Gable","TA","2","PConc","Gd","Unf",600,"Ex","Y","SBrkr",1200,"2","1",2,1,"Gd","Typ","No",2,"Y","WD","Normal",151000,2,"0",166,"open_porch","1"
"833","RL",9548,"IR1","CollgCr","1Fam","4","3",2003,"Gable","Gd","2","PConc","Gd","GLQ",941,"Ex","Y","SBrkr",1829,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",237000,2,"0",231,"multiple","1"
"834","RL",10004,"Reg","NAmes","1Fam","3","3",1964,"Gable","TA","2","CBlock","TA","Rec",1516,"TA","Y","SBrkr",1516,"1","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",167000,1,"0",152,"screen_porch","1"
"835","RL",7875,"Reg","NAmes","1Fam","3","3",1961,"Gable","TA","2","CBlock","TA","Rec",1144,"Gd","Y","SBrkr",1144,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",139950,1,"0",0,"no","1"
"836","RL",9600,"Reg","Sawyer","1Fam","2","4",1950,"Gable","TA","2","CBlock","Gd","BLQ",1067,"TA","Y","SBrkr",1067,"2","0",2,1,"Gd","Min","No",2,"Y","WD","Normal",128000,1,"0",290,"wood_deck","0"
"837","RM",8100,"Reg","OldTown","1Fam","3","3",1948,"Gable","TA","2","BrkTil","TA","Rec",1559,"Gd","Y","SBrkr",1559,"1","0",2,1,"TA","Min","No",2,"Y","COD","Normal",153500,1,"0",346,"multiple","0"
"838","RM",1680,"Reg","BrDale","Twnhs","3","3",1973,"Gable","TA","2","CBlock","TA","BLQ",483,"TA","Y","SBrkr",987,"1","1",2,1,"TA","Typ","No",1,"Y","WD","Normal",1e+05,2,"0",0,"no","1"
"839","RL",9525,"Reg","CollgCr","1Fam","3","3",1995,"Gable","TA","2","PConc","Gd","Unf",1099,"Ex","Y","SBrkr",1099,"1","1",3,1,"Gd","Typ","No",1,"Y","WD","Normal",144000,1,"0",278,"wood_deck","0"
"840","RL",11767,"Reg","Edwards","1Fam","3","3",1946,"Gable","TA","2","CBlock","TA","BLQ",768,"Ex","Y","SBrkr",1200,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",130500,2,"0",0,"no","0"
"841","RH",12155,"IR1","SWISU","1Fam","3","4",1925,"Gable","TA","2","BrkTil","TA","BLQ",672,"TA","N","SBrkr",1482,"2","0",4,1,"Fa","Typ","No",1,"N or P","WD","Normal",140000,2,"0",254,"enclosed_porch","0"
"842","RM",10440,"Reg","OldTown","1Fam","3","4",1904,"Gable","TA","2","PConc","TA","Unf",650,"Gd","Y","SBrkr",1539,"2","0",3,1,"Gd","Typ","BA",2,"N or P","WD","Normal",157500,2,"0",216,"multiple","0"
"843","RL",9020,"Reg","NAmes","1Fam","3","4",1966,"Gable","TA","2","CBlock","TA","Rec",1127,"TA","Y","SBrkr",1165,"1","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",174900,1,"0",129,"open_porch","1"
"844","RL",8000,"Reg","NAmes","Duplex","3","2",1961,"Gable","TA","2","CBlock","TA","Unf",1800,"Ex","N","SBrkr",1800,"2","0",6,2,"TA","Typ","No",0,"Y","WD","Normal",141000,1,"0",0,"no","1"
"845","RM",12665,"IR1","OldTown","1Fam","3","4",1915,"Gable","TA","2","BrkTil","TA","Unf",876,"Gd","Y","SBrkr",1416,"1","1",4,1,"TA","Typ","AA",3,"Y","WD","Normal",153900,2,"0",612,"multiple","0"
"846","RL",16647,"IR1","Sawyer","1Fam","3","3",1975,"Gable","TA","2","CBlock","Gd","ALQ",1390,"TA","Y","SBrkr",1701,"2","0",3,1,"TA","Min","TA",2,"Y","WD","Normal",171000,1,"0",0,"no","0"
"847","RL",9317,"Reg","SawyerW","1Fam","4","3",1993,"Gable","Gd","2","PConc","Gd","ALQ",740,"Ex","Y","SBrkr",1775,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",213000,2,"0",498,"multiple","1"
"848","RL",15523,"IR1","CollgCr","1Fam","3","3",1972,"Gable","TA","2","CBlock","TA","BLQ",864,"Ex","Y","SBrkr",864,"1","0",3,1,"TA","Typ","BA",1,"Y","WD","Normal",133500,1,"0",0,"no","1"
"849","RL",45600,"IR2.5","ClearCr","1Fam","3","4",1908,"Gable","TA","2","BrkTil","TA","Unf",907,"TA","Y","SBrkr",2358,"3","0",5,1,"TA","Typ","AA",2,"Y","WD","Normal",240000,2,"0",701,"multiple","0"
"850","RL",9600,"Reg","Veenker","1Fam","3","4",1976,"Hip","Gd","3","CBlock","TA","Unf",528,"Ex","Y","SBrkr",1855,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",187000,2,"0",213,"multiple","0"
"851","RM",4435,"Reg","CollgCr","TwnhsE","3","3",2003,"Gable","Gd","2","PConc","Gd","GLQ",848,"Ex","Y","SBrkr",848,"1","0",1,1,"Gd","Typ","No",2,"Y","WD","Normal",131500,1,"0",140,"wood_deck","1"
"852","RL",3196,"Reg","Blmngtn","TwnhsE","4","3",2003,"Gable","Gd","2","PConc","Gd","Unf",1273,"Ex","Y","SBrkr",1456,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",215000,1,"0",163,"multiple","1"
"853","RL",7128,"Reg","Crawfor","1Fam","4","3",1941,"Gable","TA","3","CBlock","TA","Rec",918,"Gd","Y","SBrkr",1646,"2","0",4,1,"TA","Typ","AA",1,"Y","WD","Normal",164000,2,"0",126,"screen_porch","0"
"854","RL",12095,"IR1","NAmes","1Fam","3","3",1964,"Gable","TA","3","CBlock","TA","Rec",1127,"TA","Y","SBrkr",1445,"1","1",3,1,"TA","Typ","BA",2,"Y","WD","Normal",158000,1,"0",180,"wood_deck","1"
"855","RL",17920,"Reg","Sawyer","1Fam","3","2",1955,"Hip","TA","2","CBlock","TA","ALQ",1763,"TA","Y","SBrkr",1779,"1","1",3,1,"TA","Typ","AA",2,"Y","WD","Abnorml",170000,1,"0",730,"multiple","0"
"856","RL",6897,"IR1","Sawyer","1Fam","3","4",1962,"Gable","TA","3","CBlock","TA","ALQ",1040,"Ex","Y","SBrkr",1040,"1","1",3,1,"TA","Typ","No",1,"Y","WD","Normal",127000,1,"0",104,"open_porch","0"
"857","RL",10970,"IR1","CollgCr","1Fam","3","3",1978,"Gable","TA","2","CBlock","Gd","GLQ",940,"TA","Y","SBrkr",1026,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",147000,1,"0",34,"enclosed_porch","1"
"858","RL",8125,"Reg","Gilbert","1Fam","3","3",1994,"Gable","TA","2","PConc","Gd","Unf",702,"Gd","Y","SBrkr",1481,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",174000,2,"0",36,"open_porch","0"
"859","RL",10400,"Reg","NWAmes","1Fam","4","3",1976,"Gable","TA","2","CBlock","Gd","Unf",1090,"TA","Y","SBrkr",1370,"2","0",3,1,"TA","Typ","TA",2,"Y","WD","Family",152000,1,"0",0,"no","1"
"860","RL",11029,"IR1","NWAmes","1Fam","3","4",1968,"Gable","TA","2","CBlock","TA","BLQ",1054,"TA","Y","SBrkr",2654,"2","1",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",250000,2,"0",287,"multiple","0"
"861","RL",7642,"Reg","Crawfor","1Fam","4","4",1918,"Gable","Gd","2","BrkTil","TA","Unf",912,"Gd","Y","SBrkr",1426,"1","1",3,1,"Gd","Typ","AA",1,"Y","WD","Normal",189950,2,"0",240,"open_porch","0"
"862","RL",11625,"Reg","Sawyer","2fmCon","3","2",1965,"Hip","TA","2","PConc","TA","BLQ",1039,"Ex","Y","SBrkr",1039,"1","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",131500,1,"0",0,"no","1"
"863","RL",9672,"Reg","SawyerW","1Fam","3","3",1984,"Hip","TA","2","PConc","Gd","GLQ",1040,"TA","Y","SBrkr",1097,"2","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",152000,1,"0",0,"no","0"
"864","RL",7931,"Reg","NAmes","1Fam","3","3",1959,"Hip","TA","2","CBlock","TA","BLQ",1148,"TA","Y","SBrkr",1148,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",132500,1,"0",0,"no","1"
"865","FV",8640,"Reg","Somerst","1Fam","4","3",2007,"Gable","Gd","2","PConc","Ex","Unf",1372,"Ex","Y","SBrkr",1372,"2","0",3,1,"Gd","Typ","No",2,"Y","New","Partial",250580,1,"0",140,"open_porch","0"
"866","RL",8750,"IR1","NAmes","1Fam","3","3",1970,"Gable","TA","2","CBlock","TA","BLQ",1002,"TA","Y","SBrkr",1002,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",148500,1,"0",0,"no","1"
"867","RL",10656,"IR1","Timber","1Fam","4","3",2006,"Gable","Gd","2","PConc","Gd","Unf",1638,"Ex","Y","SBrkr",1646,"2","0",3,1,"Gd","Typ","AA",3,"Y","New","Partial",248900,1,"0",272,"multiple","0"
"868","RL",6970,"Reg","Sawyer","1Fam","2","3",1961,"Gable","TA","2","CBlock","TA","ALQ",1040,"TA","Y","SBrkr",1120,"1","1",3,1,"Fa","Typ","No",2,"Y","WD","Normal",129000,1,"0",168,"wood_deck","1"
"869","RL",14762,"IR2.5","Gilbert","1Fam","3","3",1948,"Gable","TA","2","Other","No","No",0,"Gd","Y","SBrkr",2320,"2","0",2,1,"TA","Typ","TA",2,"N or P","WD","Normal",169000,2,"0",264,"multiple","0"
"870","RL",9938,"Reg","SawyerW","1Fam","4","3",1993,"Gable","Gd","2","PConc","Gd","GLQ",1050,"Ex","Y","SBrkr",1949,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",236000,2,"0",246,"multiple","0"
"871","RL",6600,"Reg","NAmes","1Fam","3","3",1962,"Hip","TA","2","CBlock","TA","Unf",894,"Gd","N","SBrkr",894,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",109500,1,"0",0,"no","1"
